Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
10959898954,384,1836,,,,,,,,,,0.000,41.667,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memset]
10961953431,1120,1849,,,,,,,,,,0.024,21114.282,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memset]
10962098552,416,1860,,,,,,,,,,0.000,38.462,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memset]
10962106136,256,1863,,,,,,,,,,0.000,62.500,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memcpy Host-to-Device]
10962297690,256,1875,,,,,,,,,,0.000,62.500,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memcpy Host-to-Device]
10962300538,256,1878,,,,,,,,,,0.000,62.500,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memcpy Host-to-Device]
10962308666,1056,1881,,,,,,,,,,0.024,22393.923,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,17,[CUDA memcpy Host-to-Device]
10987299739,640,4997,,,,,,,,,,0.002,3800.000,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10987602365,352,5008,,,,,,,,,,0.000,204.545,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10987614045,224,5011,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10987619101,224,5014,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10987623229,224,5017,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10987625789,256,5020,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10988178849,384,5031,,,,,,,,,,0.000,41.667,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10988418498,480,5044,,,,,,,,,,0.002,5066.666,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10988779493,384,5055,,,,,,,,,,0.000,187.500,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10988787461,256,5058,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10988791781,224,5061,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10988795301,224,5064,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10988798181,256,5067,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10989127815,384,5078,,,,,,,,,,0.000,41.667,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10989520618,800,5091,,,,,,,,,,0.024,29560.000,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10989801259,352,5102,,,,,,,,,,0.000,45.455,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memset]
10989808939,256,5105,,,,,,,,,,0.000,62.500,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10991768184,416,5117,,,,,,,,,,0.000,38.462,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10991772344,256,5120,,,,,,,,,,0.000,62.500,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10991779384,1056,5123,,,,,,,,,,0.024,22393.923,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,25,[CUDA memcpy Host-to-Device]
10997541149,480,5466,,,,,,,,,,0.001,2533.333,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
10997873055,352,5477,,,,,,,,,,0.000,113.636,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
10997882464,256,5480,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
10997887904,256,5483,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
10998159265,384,5494,,,,,,,,,,0.000,20.833,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
10998463491,416,5507,,,,,,,,,,0.001,2923.077,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
10998727717,352,5518,,,,,,,,,,0.000,113.636,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
10998734821,256,5521,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
10998738213,256,5524,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
10999018407,352,5535,,,,,,,,,,0.000,22.727,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
10999809740,928,5548,,,,,,,,,,0.024,25482.754,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
11000041069,384,5559,,,,,,,,,,0.000,20.833,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memset]
11000047629,224,5562,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
11000139406,256,5574,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
11000144334,224,5577,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
11000151438,1024,5580,,,,,,,,,,0.024,23093.738,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,27,[CUDA memcpy Host-to-Device]
11009301481,480,5918,,,,,,,,,,0.001,2533.333,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11009664652,384,5929,,,,,,,,,,0.000,104.167,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11009673836,256,5932,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11009678604,224,5935,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11009970638,352,5946,,,,,,,,,,0.000,22.727,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11010303216,416,5959,,,,,,,,,,0.001,2923.077,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11010532145,384,5970,,,,,,,,,,0.000,104.167,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11010539025,256,5973,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11010543537,256,5976,,,,,,,,,,0.000,31.250,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11010907892,352,5987,,,,,,,,,,0.000,22.727,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11011331254,928,6000,,,,,,,,,,0.024,25482.754,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11011852474,352,6011,,,,,,,,,,0.000,22.727,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memset]
11011859866,224,6014,,,,,,,,,,0.000,35.714,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11013772934,416,6026,,,,,,,,,,0.000,19.231,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11013777030,416,6029,,,,,,,,,,0.000,19.231,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11013784614,1024,6032,,,,,,,,,,0.024,23093.738,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,29,[CUDA memcpy Host-to-Device]
11014795565,8384,6039,,,,,,,,,,4.194,500271.415,Device,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memcpy Device-to-Device]
11014806029,16000,6040,,,,,,,,,,8.389,524288.000,Device,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memcpy Device-to-Device]
11044299211,416,6110,,,,,,,,,,0.000,365.385,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,30,[CUDA memcpy Host-to-Device]
11047280543,320,6117,,,,,,,,,,0.000,475.000,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,30,[CUDA memcpy Host-to-Device]
11053614247,704,6124,,,,,,,,,,0.000,215.909,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,30,[CUDA memcpy Host-to-Device]
11059740751,288,6130,,,,,,,,,,0.000,527.778,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,30,[CUDA memcpy Host-to-Device]
11072652802,288,6202,,,,,,,,,,0.000,527.778,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,28,[CUDA memcpy Host-to-Device]
11080920152,288,6210,,,,,,,,,,0.000,527.778,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,28,[CUDA memcpy Host-to-Device]
11087035999,288,6216,,,,,,,,,,0.000,527.778,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,28,[CUDA memcpy Host-to-Device]
11090653431,320,6223,,,,,,,,,,0.000,475.000,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,28,[CUDA memcpy Host-to-Device]
11100072083,558532,6233,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11100634135,214849,6242,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11180534203,320,6344,,,,,,,,,,0.000,800.000,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memset]
11180554043,160225,6345,64,1,5,256,1,1,210,0.000,0.049,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
11180717276,1376713,6360,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11182097477,94113,6369,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11182193734,576,6382,,,,,,,,,,0.000,444.444,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memset]
11182195014,159169,6383,64,1,5,256,1,1,210,0.000,0.049,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
11182355655,6784,6384,,,,,,,,,,4.194,618261.381,Device,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memcpy Device-to-Device]
11182363239,14464,6385,,,,,,,,,,8.389,579963.191,Device,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memcpy Device-to-Device]
11182379719,428195,6400,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11182811306,222241,6409,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11183035435,576,6421,,,,,,,,,,0.000,444.444,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memset]
11183036715,155809,6422,64,1,5,256,1,1,210,0.000,0.049,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
11183195532,609284,6437,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11183808560,68705,6446,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11183878801,288,6458,,,,,,,,,,0.000,888.889,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memset]
11183879793,156705,6459,64,1,5,256,1,1,210,0.000,0.049,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
11184039186,7200,6460,,,,,,,,,,4.194,582538.494,Device,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memcpy Device-to-Device]
11184048754,14112,6461,,,,,,,,,,8.389,594425.151,Device,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memcpy Device-to-Device]
11184065234,419779,6476,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11184487541,221857,6485,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
11184710294,288,6497,,,,,,,,,,0.000,888.889,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memset]
11184711286,155841,6498,64,1,5,256,1,1,210,0.000,0.049,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
12964628214,753701,7052,,,,,,,,,,8.389,11123.294,Device,Pageable,NVIDIA RTX PRO 4500 Blackwell (0),1,,7,[CUDA memcpy Device-to-Host]
13130315083,4913728,8876,,,,,,,,,,71.680,14551.040,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,7,[CUDA memcpy Host-to-Device]
13135287084,2237838,8877,,,,,,,,,,41.943,18706.596,Pageable,Device,NVIDIA RTX PRO 4500 Blackwell (0),1,,7,[CUDA memcpy Host-to-Device]
13137529338,14272,8878,,,,,,,,,,28.672,2008961.024,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,7,[CUDA memset]
13191785819,640,8969,,,,,,,,,,0.001,1400.000,Device,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,[CUDA memset]
13191804091,2306703,8970,224,1,4,256,1,1,210,0.000,0.049,,,,,NVIDIA RTX PRO 4500 Blackwell (0),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_256x128_8x4_nn_align1>(T1::Params)
13211055896,1797964,8975,,,,,,,,,,28.672,15941.632,Device,Pageable,NVIDIA RTX PRO 4500 Blackwell (0),1,,7,[CUDA memcpy Device-to-Host]
