Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
9791854588,6624,6375,,,,,,,,,,4.194,633197.298,Device,Device,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memcpy Device-to-Device]
9791863292,1302116,6390,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9793169792,326881,6399,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9793499617,640,6411,,,,,,,,,,0.001,1150.000,Device,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memset]
9793500961,115489,6412,184,1,2,128,1,1,128,0.000,0.031,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
9793618498,9440,6413,,,,,,,,,,5.947,630019.129,Device,Device,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memcpy Device-to-Device]
9793630242,310304,6428,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9793944131,413825,6437,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9794360740,640,6448,,,,,,,,,,0.001,1150.000,Device,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memset]
9794362500,112608,6449,184,1,2,128,1,1,128,0.000,0.031,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
9794477668,7040,6450,,,,,,,,,,4.194,595779.912,Device,Device,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memcpy Device-to-Device]
9794487268,331489,6465,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9794822693,359777,6474,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9795183590,352,6485,,,,,,,,,,0.001,2090.909,Device,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memset]
9795184646,115168,6486,184,1,2,128,1,1,128,0.000,0.031,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
9795303046,10752,6487,,,,,,,,,,5.947,553137.193,Device,Device,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memcpy Device-to-Device]
9795314726,310113,6502,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9795626439,407138,6511,2,1,1,544,1,1,96,0.037,0.062,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>)
9796034537,352,6522,,,,,,,,,,0.001,2090.909,Device,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,[CUDA memset]
9796035593,112992,6523,184,1,2,128,1,1,128,0.000,0.031,,,,,NVIDIA RTX PRO 4500 Blackwell (2),1,,16,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
11573651111,698850,7077,,,,,,,,,,8.389,11995.709,Device,Pageable,NVIDIA RTX PRO 4500 Blackwell (2),1,,7,[CUDA memcpy Device-to-Host]
